GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1749308,Millington,458,665,617,234,2.636752137,662,38,143,115,185,115,55,8,3,37.5,618,44,0,0,0,662,506,378,360,15,128,360,13,347,318,25,0,3,1,15570,2,95,65,95,449,18,195,130,40,52,14,22,32,76,27,66,34,74063,36357,257,240,17,64,321,302,0,3,12,0,0,0,4,6.4,97,77,77,70,1973,37,27,163,78,16,46,166,27,1,170100,17,0,8,9,0,0,1018,252,33,5,246,246,11,125,Health Care,Education,Retail Trade,Wholesale Trade,Finance,18,17,14,13,9,56,Transportation,Accommodation and Food Service,Construction,Public Administration,Information,46,5,5,0,0,Aurora,Naperville,Yorkville,Chicago,Oswego,14,10,9,8,5,Oswego,Aurora,Montgomery,Plano,Joliet,4,3,2,2,2,,,,,642542,486016,11766877,376390,0,60281,185840,0,12389388,1,0,0,1,0,0,0,151.2988897,49.80391554,0.329175684,0,0,0.340018891,0.002247332,4.288285215,0.028343137,8.059222429,0.053266897,0.584909419,0.00386592,32.18100704,0.212698237,42.98661259,0.284117171,11.09598327,0.073338167,1.958935307,0.012947453,62,108,16,71,190,44,67,15,0,0,15,39,9,6,24,76,12,54,10,127,117,8,2,650,12,624,35,8,589,17,0,0,0,0,0,0,18,0,435,15,3,2,3,154,92,106,60,46,32,149,126,23,4,153,69,133,48,9,6,3,268,57,68,30,37,28,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.236080178,0.874698795,0.569285467,0.267543871,0.226319817,No data,201.52,0,0.041732584,0.032964236,0.113888889
1749607,Minooka,3971,10924,12758,4032,3.14484127,11069,806,2740,2260,2474,2020,568,96,105,33.5,8872,1659,199,159,180,11050,8170,6284,6105,179,1886,6023,513,5510,4952,455,84,19,0,173375,11,701,1672,1301,6796,306,1532,1842,762,1505,849,174,436,574,726,1152,623,97097,34655,3685,3368,317,25,3710,2911,714,0,26,47,0,12,0,6.9,2290,1209,192,19,2002,0,392,1798,1378,142,414,2378,576,0,218700,259,0,18,84,157,0,1640,3581,0,104,3576,3498,109,1511,Health Care,Education,Manufacturing,Retail Trade,Transportation,190,183,152,124,116,376,Transportation,Finance,Real Estate,Accommodation and Food Service,Construction,216,50,44,25,25,Joliet,Chicago,Channahon,Aurora,Naperville,182,150,53,51,40,Joliet,Chicago,Channahon,Minooka,Shorewood,75,32,10,9,8,,,,,272625878,233562508,276744296,34601605,80265944,251508,569874,0,392433227,1,0,0,1,0,0,4.162194094,1969.748832,478.5732906,0.242961581,0,0,0,0,2.340788814,0.001188369,0.001529507,7.76E-07,98.24544115,0.049877141,369.3893767,0.187531207,819.823404,0.416207077,102.4817795,0.052027841,98.89322185,0.050206006,607,898,623,1557,2913,368,772,116,0,50,66,436,106,93,237,574,175,228,171,2501,1484,908,109,10607,462,10263,648,331,9615,498,3,0,128,0,0,0,19,0,3815,113,6,12,25,1402,638,1127,587,217,34,1315,1111,204,23,1338,121,701,602,299,429,262,2414,57,67,33,41,24,26,Sandstone Groundwater,0.21,0.34,64.7,0.12,0.19,63.7,0.09,0.15,65.9,74.7,67.4,-9.8,N/A,N/A,N/A,18.42685203,28.11141914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.458505003,0.837873853,0.240544609,0,0.378091859,74.7,430.44,1,0,0,0.177818363
1749854,Mokena,14583,18740,19887,7198,2.752292303,20720,1194,3960,3586,3422,5679,1776,915,188,42,18935,1120,248,166,251,20715,16730,11942,11566,376,4788,11385,770,10615,9119,365,830,266,35,368015,218,1685,3358,2021,14451,384,3224,3047,1417,4100,2279,497,893,760,930,1847,2355,109935,47432,7282,6490,792,321,7603,5321,1417,7,320,262,190,86,0,6.9,2596,4316,534,157,1995,190,1621,3209,2049,534,369,2512,2941,646,317000,718,0,238,226,190,64,1182,7011,245,271,6943,6824,339,9187,Health Care,Education,Retail Trade,Manufacturing,Professional,1205,1068,922,837,711,8856,Manufacturing,Health Care,Retail Trade,Accommodation and Food Service,Education,1376,996,928,910,758,Chicago,Mokena,Orland Park,Tinley Park,Frankfort,1354,631,416,397,394,Chicago,Mokena,Tinley Park,New Lenox,Frankfort,679,631,503,402,349,0,7457,11082,27860.7274,653357799,546757756,679578316,123787464,48173864,0,195222,0,851734866,0.761493814,0.199404307,0.039101879,0.654611946,0.345388054,0,7.434604761,5657.63743,2313.221856,0.408867108,50.02894773,0.008842728,0.600342431,0.000106112,306.6400101,0.054199304,108.8375759,0.019237284,336.8142838,0.059532674,1155.651925,0.204264048,297.1451198,0.052521061,332.2153377,0.0587198,756.4820314,0.133709882,1630,2204,1433,2015,5481,278,1801,343,0,0,343,962,18,382,562,760,205,268,287,5109,3247,1415,447,19894,826,19526,1091,261,18435,511,313,18,35,21,0,0,100,93,13812,421,71,183,96,5076,2408,4294,1894,911,34.2,4703,4115,588,145,4848,477,2443,2127,700,2049,1004,8800,63,75,40,50,23,25,Lake Michigan,1.52,1.73,13.7,1.26,1.42,12.6,0.26,0.31,19.3,77.3,74.1,-4.2,33.53702436,22.60601472,N/A,46.56968058,22.24832986,N/A,38.86050256,-1.582255249,N/A,5.624124485,-0.265464773,N/A,Mokena,0.126,268825,7.3,0,0,0.539478237,0.858595413,0.773590271,0.600088401,0.347268098,77.3,513.71,1,0,0,0.195959596
1749945,Monee,2924,5148,5128,2001,2.562718641,5080,419,626,1355,1076,843,509,158,94,37.7,2802,459,1628,162,29,5070,4148,2933,2869,64,1215,2825,116,2709,2179,157,297,0,76,105430,70,589,849,660,3801,198,1109,1281,313,463,437,135,309,450,477,489,308,76638,39174,2168,1952,216,128,2296,1531,347,84,55,0,0,0,279,6.2,1182,801,151,162,2000,14,398,1294,431,159,617,1284,50,1,181200,174,46,114,0,14,0,862,2016,102,152,1969,1969,199,2352,Health Care,Retail Trade,Manufacturing,Education,Transportation,329,251,242,199,188,5442,Transportation,Manufacturing,Construction,Retail Trade,Wholesale Trade,2803,975,470,303,272,Chicago,Monee,University Park,Orland Park,Joliet,261,150,83,60,50,Chicago,Park Forest,Chicago Heights,Monee,Tinley Park,511,192,171,150,127,,,,27467.01101,396730216,355097216,84865812,16403728,13090182,127339,645582,0,115132643,1,0,0,1,0,0,2.448292212,2818.654046,785.5682549,0.278703325,6.814346874,0.002417589,1.693549247,0.000600836,109.7560087,0.038939156,55.52986249,0.019700844,216.4742696,0.076800581,466.8341038,0.165623058,894.3755112,0.317305883,12.44608564,0.004415613,269.1620533,0.095493114,597,637,615,319,1180,174,988,63,23,0,40,381,0,213,168,408,160,125,123,1274,560,433,281,4512,568,4661,503,33,4158,269,31,0,132,0,0,0,71,0,2684,118,62,13,47,676,681,635,476,456,36.7,1204,1050,154,67,1271,298,743,642,142,278,99,2202,55,65,32,40,23,25,Shallow Groundwater,0.29,0.4,35.9,0.27,0.36,35.9,0.03,0.04,35.9,69.7,70.4,1,16.02451676,20.48848929,N/A,11.93033971,42.15142401,N/A,-25.54945722,105.7322208,N/A,-4.798312901,12.77609494,N/A,N/A,N/A,N/A,N/A,0,0,0.319126546,0.848808797,0.276055263,0,0.477949547,69.7,942.33,1,0.872282035,0.629081529,0.201769912
1750218,Montgomery,5471,18438,20262,6435,3.148717949,19515,1250,5948,3719,5011,2518,625,308,136,30.2,11923,6324,715,177,376,19497,14320,11016,10536,463,3304,10486,602,9884,9254,529,67,34,0,335685,83,1444,2811,1707,10917,1052,2988,2112,1243,2498,1024,401,725,970,975,2160,814,99208,31097,6045,4840,1205,123,6168,4615,1163,49,0,74,47,151,69,6.8,4280,1171,648,69,2003,176,1428,1940,2325,299,562,4067,211,0,224900,1150,0,192,401,506,51,1454,5887,237,158,5675,5576,370,9898,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,1187,1156,1010,897,749,5413,Retail Trade,Wholesale Trade,Manufacturing,Accommodation and Food Service,Construction,1266,994,975,656,287,Aurora,Chicago,Naperville,Oswego,Yorkville,1419,1042,600,400,253,Aurora,Chicago,Oswego,Montgomery,Joliet,941,320,224,219,190,4101,4117,3482,26026.19479,468139223,340356780,390868238,56825352,52415807,2166310,810185,0,503085892,1,0,0,0.847282242,0.152717758,0,17.76003813,6080.862332,1585.470092,0.260731128,31.78691018,0.005227369,1.919391989,0.000315645,348.3111757,0.057279898,159.4253216,0.026217552,537.5638549,0.088402569,1093.064485,0.179754848,1173.595429,0.192998191,654.4079124,0.107617617,495.3177586,0.081455184,1201,1217,1095,2532,4397,667,1648,121,0,0,121,886,43,249,594,970,234,227,509,3949,2279,1496,174,17702,1813,18265,4805,1109,13460,4607,69,10,24,0,0,0,95,0,4452,741,162,44,72,1474,1085,1283,833,796,37.2,2164,1631,533,58,2222,590,1061,848,166,484,167,3316,54,63,31,38,23,25,Sandstone Groundwater,2.27,2.39,5.3,1.77,1.86,5.3,0.5,0.53,5.3,184.3,97.1,-47.3,30.14898368,28.21459558,N/A,24.49933735,20.93960458,N/A,-18.73909378,-25.78449507,N/A,-3.39929924,-4.848470338,N/A,N/A,N/A,N/A,N/A,0,0,0.436475222,0.870554765,0.601647053,0.051594261,0.328687883,184.3,406.38,1,0.673557385,0.538140021,0.117489987
1750647,Morton Grove,22451,23270,25297,9015,2.779478647,22937,1082,3760,2538,4915,4629,3360,1754,899,47.2,13349,1457,174,7208,749,22756,19058,11638,11301,327,7420,11146,858,10288,8156,1116,773,150,93,327175,519,2668,3678,1921,17276,1705,3430,2814,1052,5064,3211,1046,1651,1245,959,1740,2145,87063,40923,8786,7691,1095,628,9414,7109,492,86,86,33,54,1501,53,5.8,1202,1438,6414,360,1959,688,2065,4708,1590,363,471,2620,3847,711,326100,946,11,74,101,721,39,2022,7906,113,880,7865,7647,921,12101,Health Care,Retail Trade,Education,Professional,Manufacturing,2194,1335,1128,1100,974,8954,Manufacturing,Health Care,Retail Trade,Wholesale Trade,Administration,2219,1294,1268,707,634,Chicago,Skokie,Morton Grove,Evanston,Glenview,3970,645,622,569,463,Chicago,Morton Grove,Skokie,Niles,Des Plaines,2346,622,462,267,218,11183,7628,8757,17293.64943,411389401,377104892,650288778,188653296,115862092,0,89776,0,954893942,0,0.234092461,0.765907539,0.000835502,0.478389408,0.520775089,2.678809469,3256.408629,1205.323729,0.370138968,50.80072508,0.01560023,2.814641695,0.000864339,188.5562709,0.057903136,78.8046334,0.02419986,206.5299792,0.063422624,807.8822502,0.248089949,0,0,701.6688152,0.215473208,14.02758408,0.004307685,2274,2954,1369,2189,6338,337,2448,534,0,16,518,2030,178,338,1514,1180,436,302,442,4809,2960,1300,549,14157,8780,21855,11416,4140,10439,962,1608,413,781,383,423,1323,4514,1009,15938,988,135,4958,432,5134,3039,5025,4417,4836,44.5,8199,7736,463,106,8305,2077,4057,3614,1046,3802,1868,16464,61,72,39,49,21,22,Lake Michigan,3.1,2.74,-11.7,2.2,1.89,-14,0.9,0.84,-6.1,97.5,80.5,-17.4,57.66536817,6.861926999,N/A,58.39532226,6.020136316,N/A,1.265844842,-12.26755521,N/A,0.20986992,-2.157688264,N/A,Morton Grove,0.559,959218,22.6,0.530903718,0.501756982,0.539881917,0.831733157,0.789861132,0.412323596,0.178711552,97.5,401.45,1,0,0,0.25991387
1751089,Mount Prospect,56265,54167,56852,21810,2.599908299,54165,4014,9260,9447,11159,10455,5053,3239,1538,40.8,36118,7902,1751,6978,1416,54057,43037,28549,27542,1007,14488,27224,2054,25170,20487,1642,2087,491,463,749030,947,7158,9671,3079,38908,3570,8751,6941,2519,11497,5630,2854,3398,3312,2705,4303,4283,84353,40452,20855,14429,6426,1164,22019,12419,876,242,631,2368,1986,3457,40,5.6,985,8897,11243,894,1968,3666,5371,8429,3884,669,1364,4143,7679,1220,332100,6370,535,971,3775,1014,75,1172,19387,1060,1468,18820,18361,2035,26192,Health Care,Retail Trade,Professional,Manufacturing,Education,3403,2588,2553,2512,2175,22852,Administration,Retail Trade,Manufacturing,Wholesale Trade,Construction,5352,3819,2533,1573,1359,Chicago,Mount Prospect,Arlington Heights,Schaumburg,Des Plaines,4514,1716,1535,1042,999,Chicago,Mount Prospect,Arlington Heights,Des Plaines,Palatine,3261,1716,1085,848,558,16517,14974,14386,16903.5153,2192254221,571562044,1341377216,418382455,230358924,1224387,0,0,1991342982,0.035731818,0.327541661,0.636726521,0.049794279,0.726354533,0.223851187,4.459017201,6643.400302,2909.597906,0.437968175,380.6458934,0.057296847,11.34622792,0.001707895,567.0788044,0.085359722,282.9105345,0.042585201,464.8507794,0.069971815,1467.525276,0.220899721,0,0,512.4595898,0.077138147,46.98529066,0.007072476,4923,7160,4065,4707,15043,1022,5812,1684,11,172,1501,4321,498,816,3007,3291,903,1216,1172,11263,7549,2888,826,37914,16251,50151,20627,8078,29524,5655,6606,650,418,182,953,1882,3328,953,41548,6620,979,6276,842,14072,12074,12840,8939,8340,37.2,21585,15441,6144,367,21952,5619,9311,8097,2305,9182,4670,39184,54,63,33,42,20,22,Lake Michigan,4.25,3.6,-15.4,3.47,2.91,-16.2,0.78,0.69,-11.8,63.2,53.1,-16,38.40160981,15.50944301,N/A,63.08055879,17.32752279,N/A,64.26540215,11.72240536,N/A,8.623639553,1.864622381,N/A,Mount Prospect,0.294,826212,8.6,0.252662584,0.159716947,0.504934718,0.832201153,0.849175242,0.363566648,0.158344785,63.2,617.25,1,0.067017447,0.172741202,0.230458419
1751349,Mundelein,30935,31064,31560,11417,2.742664448,31574,2107,5844,6499,6085,6449,2764,1344,482,38,16457,10415,473,3388,841,31259,25169,17967,17373,530,7202,17263,1187,16076,14032,1324,390,245,85,450355,295,3073,5215,2502,21742,2259,4576,3950,1763,5901,3293,716,1417,2030,1967,2467,2488,91535,39003,11085,8171,2914,417,11502,8051,1236,66,107,418,482,1135,7,6,1701,5732,3604,465,1983,808,2564,5250,2292,588,885,4725,2415,138,236400,2745,81,143,1473,1018,30,1396,10566,489,519,10433,10326,652,14976,Manufacturing,Retail Trade,Health Care,Education,Professional,2122,1683,1564,1323,1240,13267,Manufacturing,Wholesale Trade,Retail Trade,Education,Accommodation and Food Service,6635,1146,1093,1027,780,Chicago,Mundelein,Vernon Hills,Libertyville,Lincolnshire,1719,1305,818,712,474,Mundelein,Waukegan,Chicago,Round Lake Beach,Vernon Hills,1305,989,772,357,346,12178,11224,14097,20967.67963,499871663,347618696,721175717,146040232,76123763,1434863,42253,0,944816828,0.825553176,0.174446824,0,0.584193739,0.367064383,0.048741878,9.822656707,6376.978863,2139.458563,0.335497201,89.32585567,0.014007551,3.499281997,0.000548737,416.6795819,0.06534122,694.2150603,0.108862688,400.8818385,0.062863912,1267.853229,0.198817223,221.660491,0.034759483,922.2684805,0.144624673,221.1364813,0.034677311,2321,3551,2111,3102,8209,610,2876,422,16,71,335,1633,110,226,1297,1975,358,927,690,6854,4653,1694,507,22111,9463,29467,13270,4819,16197,8295,1355,110,434,31,230,872,1817,126,20566,7487,464,2025,393,10474,6835,8482,3220,1924,31.7,9858,7852,2006,309,10167,3062,4052,3101,964,4907,2505,18591,54,64,33,41,22,24,Lake Michigan,2.67,3.02,13.2,1.82,1.65,-9.1,0.85,1.37,60.6,58.1,52.7,-9.3,32.0727727,19.97004347,N/A,38.77038442,25.89357804,N/A,20.88254664,29.66210152,N/A,3.211304406,4.424445073,N/A,Mundelein,0.045,17902,1.9,0.049844869,0.043888747,0.503955478,0.842011244,0.870993266,0.41583174,0.218831502,58.1,353.36,1,0.012784966,0.017050024,0.182239472
1751622,Naperville,128358,141853,149540,53208,2.757592843,147734,8498,32417,24598,31396,31588,11400,5374,2463,39.1,96458,9850,6198,30202,5026,145154,115315,79774,76340,3386,35541,74971,11195,63776,51470,3212,7224,1172,698,2157455,2103,13856,25578,11111,98590,3109,9282,11910,5384,39440,29465,3557,5000,5821,5674,10856,21740,127648,58075,52648,39125,13523,2576,55224,34139,6710,618,1455,4244,3766,4238,54,7.3,9663,38930,5062,1569,1988,6280,12131,10092,21766,4955,2272,5829,18980,11808,424800,13127,401,762,5006,5969,989,1546,51181,872,1467,51390,50554,1258,65798,Professional,Health Care,Education,Retail Trade,Finance,9122,7868,6576,5815,4843,74151,Professional,Health Care,Retail Trade,Education,Accommodation and Food Service,13562,11733,8550,6882,6327,Naperville,Chicago,Aurora,Downers Grove,Lisle,10955,10740,2958,2368,2144,Naperville,Aurora,Chicago,Bolingbrook,Joliet,10955,6783,5078,2369,1988,62998,68228,75550,21498.93088,3291690182,2607724524,6320681261,1285956354,166638533,6014713,348611,0,7779639472,0.150593638,0.743840371,0.105565991,0.301595979,0.638156574,0.060247447,9.264184697,25109.98574,10435.06141,0.415574167,778.8303274,0.031016757,4.953868378,0.000197287,2508.935582,0.099917842,1340.630557,0.053390335,794.6303666,0.03164599,5283.345921,0.210408161,264.3386284,0.010527231,3021.772646,0.120341472,677.4864376,0.026980758,10715,16881,10146,14906,39443,3054,13205,2264,19,145,2100,5825,337,1129,4359,5744,842,2601,2301,38145,25108,9127,3910,116659,31075,139236,35654,8048,103582,5839,2279,4985,654,610,1222,7273,12191,601,106386,4160,3828,12351,1633,43617,22240,37290,17220,7991,34.2,43751,34876,8875,1900,45651,2911,9185,14142,4803,29135,18670,78846,64,76,42,53,22,23,Lake Michigan,17.08,15.31,-10.4,10.84,9.65,-11,6.24,5.66,-9.4,80.4,66.6,-17.1,32.60983438,23.20361473,N/A,47.3918641,30.69255866,N/A,45.32997485,32.27490207,N/A,6.428808402,4.772242978,N/A,Naperville,1.561,3766391,10.6,0.061343485,0.058322149,0.753514555,0.834029823,0.365147187,0.365147187,0.219254129,80.4,416.43,1,0,0,0.304157608
1752584,New Lenox,17771,24394,27214,9203,2.949581658,26788,2453,6035,4275,5951,5287,1853,721,213,36,24781,1122,146,106,633,26683,19735,14308,13808,500,5427,13661,895,12766,11378,518,678,78,114,441240,49,1766,4455,2450,16996,379,3559,3453,2052,4571,2982,435,817,1119,969,2638,2742,115327,44665,8720,7972,748,398,9118,7466,985,57,193,302,69,46,0,7.2,3450,4782,676,210,1996,144,1565,3580,3416,413,517,3189,4101,134,308500,687,0,189,314,184,0,1163,8475,242,245,8431,8290,289,12836,Education,Health Care,Retail Trade,Manufacturing,Construction,1664,1637,1188,1151,915,10695,Health Care,Retail Trade,Accommodation and Food Service,Construction,Education,3795,1630,1013,658,597,Chicago,New Lenox,Joliet,Frankfort,Orland Park,1644,1082,782,459,422,Joliet,New Lenox,Chicago,Tinley Park,Lockport,1345,1082,500,281,281,0,6542,10632,27382.30509,587870790,422892888,806613857,118501263,43275374,42855,1895861,0,970329210,0.92449899,0.061892186,0.013608824,0.846672638,0.153327362,0,10.23425167,10239.16533,2789.737897,0.27245755,40.64707821,0.003969765,0,0,315.4923209,0.030812308,407.5693612,0.03980494,186.6253885,0.018226621,2064.562362,0.201633853,2589.218329,0.252873964,667.9160518,0.065231494,1177.396544,0.114989504,1392,2690,1520,3118,7117,442,1603,306,0,0,306,884,80,249,555,1079,380,376,323,6341,4065,1833,443,26203,585,24335,872,200,23463,301,168,21,25,113,8,0,226,10,16991,563,53,64,100,6263,3184,4920,2173,1231,33.3,5853,5261,592,211,6064,793,2984,3127,949,1997,790,10640,60,71,36,45,23,25,Lake Michigan,1.75,2.13,21.3,1.61,1.92,19.5,0.14,0.2,41.2,78,77.1,-1.1,57.17318659,34.22378937,N/A,66.16915046,69.40431937,N/A,15.73458541,102.7955427,N/A,2.465389052,12.50618566,N/A,New Lenox,0.206,430309,9.9,0,0,0.565132972,0.854251273,0.095097841,0,0.343027612,78,385.96,1,0.993084265,0.872533466,0.15877315
1752103,Newark,887,992,973,381,2.553805774,1325,54,286,208,252,295,171,39,20,43.2,1235,79,9,2,0,1325,1112,752,728,24,360,713,84,629,560,27,1,23,18,16835,25,67,220,127,926,86,288,171,155,173,53,38,73,47,58,123,100,101750,36725,439,381,58,19,458,425,2,1,3,0,0,27,0,7,55,165,96,142,1966,20,53,270,68,47,76,266,31,0,194100,45,16,16,11,2,0,621,411,9,28,411,394,28,602,Health Care,Education,Manufacturing,Retail Trade,Accommodation and Food Service,74,71,60,60,44,252,Education,Professional,Construction,Retail Trade,Public Administration,89,47,34,24,12,Chicago,Joliet,Plainfield,Naperville,Aurora,67,55,31,29,22,Joliet,Yorkville,Plainfield,Chicago,Naperville,43,12,8,6,6,,,,,9067622,8391908,18537416,3416685,335940,0,352401,0,22642442,1,0,0,1,0,0,22.49421499,713.2117634,162.3703076,0.227660726,0.585916267,0.000821518,0.504295083,0.000707076,24.32645175,0.034108315,46.63595073,0.065388645,7.898059784,0.011073934,88.42430784,0.123980439,334.6148307,0.469166169,27.32487099,0.038312423,20.52677259,0.028780754,70,181,78,110,362,32,77,24,0,5,19,79,11,17,51,40,20,13,7,281,216,51,14,1253,72,1271,121,28,1150,44,0,0,0,0,0,0,77,0,862,19,0,2,4,278,162,221,118,108,35.3,316,252,64,13,329,47,237,138,47,68,18,555,48,57,24,30,24,26,Sandstone Groundwater,0.08,0.06,-15.7,0.08,0.06,-15.7,0,0,N/A,89.2,62.6,-29.8,34.84187787,8.298410466,N/A,17.03436832,43.27169286,N/A,-51.10949994,421.4455592,N/A,-11.24270054,31.68455148,N/A,N/A,N/A,N/A,N/A,0,0,0.411447084,0.81192053,0,0,0.312846811,89.2,269.71,1,1,1,0.189340813
